sample,host_request_ns,host_response_ns,phase,phase_time_s,target_rate_rad_s,rpc_ms,server_spi_ms,server_total_ms,cache_age_ms,board_a_seq,board_b_seq,m12_target_rad,m12_q_rad,m12_dq_rad_s,m12_torque_nm,m12_age_ms,m12_mode,m12_fault,m12_temperature_c,m13_target_rad,m13_q_rad,m13_dq_rad_s,m13_torque_nm,m13_age_ms,m13_mode,m13_fault,m13_temperature_c,m21_target_rad,m21_q_rad,m21_dq_rad_s,m21_torque_nm,m21_age_ms,m21_mode,m21_fault,m21_temperature_c,m22_target_rad,m22_q_rad,m22_dq_rad_s,m22_torque_nm,m22_age_ms,m22_mode,m22_fault,m22_temperature_c,m23_target_rad,m23_q_rad,m23_dq_rad_s,m23_torque_nm,m23_age_ms,m23_mode,m23_fault,m23_temperature_c,m31_target_rad,m31_q_rad,m31_dq_rad_s,m31_torque_nm,m31_age_ms,m31_mode,m31_fault,m31_temperature_c,m32_target_rad,m32_q_rad,m32_dq_rad_s,m32_torque_nm,m32_age_ms,m32_mode,m32_fault,m32_temperature_c,m33_target_rad,m33_q_rad,m33_dq_rad_s,m33_torque_nm,m33_age_ms,m33_mode,m33_fault,m33_temperature_c,m42_target_rad,m42_q_rad,m42_dq_rad_s,m42_torque_nm,m42_age_ms,m42_mode,m42_fault,m42_temperature_c,m43_target_rad,m43_q_rad,m43_dq_rad_s,m43_torque_nm,m43_age_ms,m43_mode,m43_fault,m43_temperature_c
145,18385585356575,18385593772744,triangle_0.02,1.9200792759984324,0.02,8.416169,1.4370480021170806,1.88567299846909,0.05364418029785156,62765,62535,0.03940158551996865,0.035,-0.02,0.19,10,2,0,29.9,0.037401585519968646,0.033,0.04,0.23,6,2,0,29.3,-0.7665984144800314,-0.771,0.09,0.14,4,2,0,30.6,-0.7765984144800313,-0.781,0.0,0.06,9,2,0,29.3,0.03440158551996865,0.03,0.04,0.31,2,2,0,29.9,0.036401585519968645,0.031,0.1,0.19,4,2,0,29.9,0.04040158551996865,0.037,0.02,0.14,6,2,0,29.9,-0.7825984144800313,-0.786,-0.02,0.21,8,2,0,29.9,0.038401585519968646,0.034,0.04,0.19,7,2,0,29.3,-0.7715984144800314,-0.774,-0.05,0.0,15,2,0,29.9
146,18385605362572,18385614409134,triangle_0.02,1.9400845050004136,0.02,9.046562,2.1003699985158164,2.5537950023135636,0.05459785461425781,62766,62536,0.03980169010000827,0.036,-0.12,0.19,0,2,0,29.9,0.03780169010000827,0.033,0.15,0.35,11,2,0,29.3,-0.7661983098999918,-0.771,0.11,0.37,9,2,0,30.6,-0.7761983098999917,-0.78,0.04,0.15,14,2,0,29.3,0.034801690100008276,0.03,0.1,0.23,7,2,0,29.9,0.03680169010000827,0.032,0.04,0.19,9,2,0,29.9,0.040801690100008274,0.037,0.0,0.14,11,2,0,29.9,-0.7821983098999917,-0.786,-0.12,0.16,13,2,0,29.9,0.03880169010000827,0.034,0.1,0.26,12,2,0,29.3,-0.7711983098999918,-0.774,-0.07,-0.08,5,2,0,29.9
147,18385625347833,18385633578747,triangle_0.02,1.9600746940013778,0.02,8.230914,1.490874001319753,2.0848820022365544,0.05745887756347656,62767,62537,0.040201493880027556,0.036,0.22,0.1,5,2,0,29.9,0.038201493880027554,0.034,-0.02,0.21,1,2,0,29.3,-0.7657985061199725,-0.771,0.01,0.19,14,2,0,30.6,-0.7757985061199724,-0.78,0.03,0.2,4,2,0,29.3,0.03520149388002755,0.03,0.01,0.26,12,2,0,29.9,0.03720149388002755,0.032,0.03,0.36,0,2,0,29.9,0.041201493880027557,0.038,0.11,0.13,2,2,0,29.9,-0.7817985061199724,-0.785,0.15,0.12,4,2,0,29.9,0.039201493880027555,0.034,-0.08,0.25,3,2,0,29.3,-0.7707985061199725,-0.774,-0.08,0.29,11,2,0,29.9
148,18385645347174,18385653380064,triangle_0.02,1.980076146999636,0.02,8.03289,1.3966939986858051,1.958732998900814,0.05507469177246094,62768,62538,0.040601522939992724,0.036,-0.01,0.11,10,2,0,29.9,0.03860152293999272,0.034,-0.04,0.26,6,2,0,29.3,-0.7653984770600073,-0.77,0.04,0.08,4,2,0,30.6,-0.7753984770600072,-0.779,0.02,0.3,9,2,0,29.3,0.03560152293999272,0.031,0.02,0.2,2,2,0,29.9,0.03760152293999272,0.033,-0.05,0.25,4,2,0,29.9,0.041601522939992724,0.038,0.0,0.18,6,2,0,29.9,-0.7813984770600072,-0.784,-0.06,0.13,8,2,0,29.9,0.03960152293999272,0.034,-0.04,0.19,7,2,0,29.3,-0.7703984770600073,-0.774,0.14,0.24,15,2,0,29.9
149,18385665346579,18385673834463,triangle_0.02,2.0000730880019546,0.02,8.487884,1.520731999335112,1.989581000088947,0.05698204040527344,62769,62539,0.04100146176003909,0.037,0.06,0.04,0,2,0,29.9,0.03900146176003909,0.034,0.13,0.23,11,2,0,29.3,-0.764998538239961,-0.769,0.11,0.08,9,2,0,30.6,-0.7749985382399609,-0.779,0.07,0.19,14,2,0,29.3,0.036001461760039086,0.031,0.01,0.39,7,2,0,29.9,0.03800146176003909,0.034,0.08,0.0,9,2,0,29.9,0.04200146176003909,0.038,0.04,0.22,11,2,0,29.9,-0.7809985382399609,-0.782,0.03,-0.18,13,2,0,29.9,0.04000146176003909,0.035,0.13,0.29,12,2,0,29.3,-0.769998538239961,-0.774,-0.03,-0.03,5,2,0,29.9
150,18385685348385,18385693971697,triangle_0.02,2.0200758850005514,0.02,8.623312,1.7157149995910004,2.175541001633974,0.05435943603515625,62770,62540,0.04140151770001102,0.037,0.04,0.19,5,2,0,29.9,0.03940151770001102,0.035,-0.05,0.2,1,2,0,29.3,-0.7645984822999891,-0.768,-0.08,-0.05,14,2,0,30.6,-0.774598482299989,-0.777,0.12,0.14,3,2,0,29.3,0.036401517700011016,0.032,0.01,0.03,12,2,0,29.9,0.03840151770001102,0.034,0.02,0.11,14,2,0,29.9,0.04240151770001102,0.039,0.04,0.11,1,2,0,29.9,-0.780598482299989,-0.78,0.2,-0.2,3,2,0,29.9,0.04040151770001102,0.035,-0.04,0.23,2,2,0,29.3,-0.7695984822999891,-0.773,0.06,0.26,10,2,0,29.9
151,18385705346958,18385714002336,triangle_0.02,2.04007528999864,0.02,8.655378,1.7443559991079383,2.204438002081588,0.05626678466796875,62771,62541,0.0418015057999728,0.037,0.04,0.23,10,2,0,29.9,0.0398015057999728,0.035,-0.1,0.4,6,2,0,29.3,-0.7641984942000273,-0.767,-0.08,0.09,4,2,0,30.6,-0.7741984942000272,-0.777,0.03,0.08,8,2,0,29.3,0.036801505799972795,0.032,0.03,0.16,2,2,0,29.9,0.038801505799972796,0.035,0.0,0.23,4,2,0,29.9,0.0428015057999728,0.039,0.06,0.14,6,2,0,29.9,-0.7801984942000272,-0.78,0.03,-0.27,8,2,0,29.9,0.0408015057999728,0.037,0.14,0.15,7,2,0,29.3,-0.7691984942000273,-0.773,0.16,0.21,0,2,0,29.9
152,18385725346299,18385734394588,triangle_0.02,2.060073447999457,0.02,9.048289,2.531106998503674,2.987284999107942,0.054836273193359375,62772,62542,0.04220146895998915,0.038,0.1,0.03,0,2,0,29.9,0.04020146895998915,0.035,-0.12,0.23,11,2,0,29.3,-0.7637985310400109,-0.767,0.06,-0.07,8,2,0,30.6,-0.7737985310400108,-0.776,-0.12,-0.02,13,2,0,29.3,0.037201468959989145,0.033,-0.05,0.03,7,2,0,29.9,0.03920146895998915,0.035,0.1,0.2,9,2,0,29.9,0.04320146895998915,0.039,0.06,0.13,11,2,0,29.9,-0.7797985310400108,-0.78,0.02,-0.04,13,2,0,29.9,0.04120146895998915,0.037,-0.09,0.05,12,2,0,29.3,-0.768798531040011,-0.773,0.09,0.34,5,2,0,29.9
153,18385745346184,18385753756528,triangle_0.02,2.080074708999746,0.02,8.410344,1.954155999555951,2.410334000160219,0.05602836608886719,62773,62543,0.04260149417999492,0.038,0.0,0.4,5,2,0,29.9,0.04060149417999492,0.037,-0.16,0.0,1,2,0,29.3,-0.7633985058200051,-0.767,-0.08,0.11,13,2,0,30.6,-0.773398505820005,-0.775,0.14,-0.14,3,2,0,29.3,0.03760149417999492,0.034,-0.03,-0.06,12,2,0,29.9,0.039601494179994916,0.035,0.1,0.27,15,2,0,29.9,0.04360149417999492,0.04,0.1,0.25,2,2,0,29.9,-0.779398505820005,-0.779,-0.07,-0.09,4,2,0,29.9,0.04160149417999492,0.038,0.23,0.25,3,2,0,29.3,-0.7683985058200051,-0.772,0.16,0.16,11,2,0,29.9
154,18385765347637,18385773818688,triangle_0.02,2.100073377998342,0.02,8.471051,1.994990001549013,2.4584960010543,0.05626678466796875,62774,62544,0.04300146755996684,0.039,0.04,0.21,10,2,0,29.9,0.04100146755996684,0.037,0.1,0.08,5,2,0,29.3,-0.7629985324400332,-0.766,0.01,0.12,3,2,0,30.6,-0.7729985324400331,-0.775,0.0,-0.08,8,2,0,29.3,0.038001467559966834,0.034,-0.16,0.16,2,2,0,29.9,0.040001467559966836,0.035,-0.01,0.07,4,2,0,29.9,0.04400146755996684,0.04,0.06,0.21,6,2,0,29.9,-0.7789985324400331,-0.779,-0.04,0.13,8,2,0,29.9,0.04200146755996684,0.039,-0.04,0.15,7,2,0,29.3,-0.7679985324400332,-0.772,-0.02,-0.11,15,2,0,29.9
155,18385785347138,18385794104632,triangle_0.02,2.1200758869999845,0.02,8.757494,1.8380229994363617,2.2903299977770075,0.05626678466796875,62775,62545,0.043401517739999694,0.039,0.02,0.19,15,2,0,29.9,0.04140151773999969,0.038,0.18,0.24,10,2,0,29.3,-0.7625984822600004,-0.765,-0.16,0.03,8,2,0,30.6,-0.7725984822600003,-0.775,0.22,-0.07,13,2,0,29.3,0.0384015177399997,0.034,0.08,0.17,7,2,0,29.9,0.04040151773999969,0.036,0.02,0.24,9,2,0,29.9,0.044401517739999695,0.04,0.01,0.18,11,2,0,29.9,-0.7785984822600003,-0.779,0.04,-0.08,13,2,0,29.9,0.04240151773999969,0.039,0.0,0.11,12,2,0,29.3,-0.7675984822600004,-0.772,-0.14,0.29,5,2,0,29.9
156,18385805348656,18385814100517,triangle_0.02,2.1400773400018807,0.02,8.751861,1.8279760006407741,2.280696997331688,0.05435943603515625,62776,62546,0.04380154680003761,0.039,-0.1,0.02,5,2,0,29.9,0.04180154680003761,0.039,0.03,0.17,0,2,0,29.3,-0.7621984531999625,-0.765,-0.06,-0.02,13,2,0,30.6,-0.7721984531999624,-0.774,-0.01,-0.03,3,2,0,29.3,0.03880154680003761,0.034,-0.2,0.02,12,2,0,29.9,0.04080154680003761,0.036,-0.1,0.2,14,2,0,29.9,0.04480154680003761,0.04,0.03,0.14,1,2,0,29.9,-0.7781984531999624,-0.779,0.2,-0.04,3,2,0,29.9,0.04280154680003761,0.039,-0.02,0.09,2,2,0,29.3,-0.7671984531999625,-0.771,0.05,0.25,10,2,0,29.9
157,18385825364893,18385834085074,triangle_0.02,2.1600839140010066,0.02,8.720181,2.101138001307845,2.5573800012352876,0.05602836608886719,62777,62547,0.04420167828002014,0.039,0.09,0.17,10,2,0,29.9,0.04220167828002014,0.039,-0.02,0.06,5,2,0,29.3,-0.76179832171998,-0.765,0.06,0.07,3,2,0,30.6,-0.7717983217199798,-0.774,0.13,0.04,8,2,0,29.3,0.039201678280020136,0.035,0.07,0.1,2,2,0,29.9,0.04120167828002014,0.037,-0.01,0.12,4,2,0,29.9,0.04520167828002014,0.041,-0.06,0.33,6,2,0,29.9,-0.7777983217199798,-0.779,-0.14,-0.03,8,2,0,29.9,0.04320167828002014,0.04,0.03,0.03,7,2,0,29.3,-0.7667983217199799,-0.771,-0.03,0.05,15,2,0,29.9
158,18385845355242,18385853986235,triangle_0.02,2.1800778149990947,0.02,8.630993,2.102514001308009,2.572356999735348,0.06079673767089844,62778,62548,0.044601556299981894,0.039,0.06,0.15,15,2,0,29.9,0.04260155629998189,0.04,0.14,0.01,10,2,0,29.3,-0.7613984437000182,-0.765,-0.08,0.16,8,2,0,30.6,-0.7713984437000181,-0.774,-0.04,0.15,13,2,0,29.3,0.039601556299981897,0.035,-0.02,0.06,7,2,0,29.9,0.04160155629998189,0.037,-0.01,0.16,9,2,0,29.9,0.045601556299981895,0.041,0.04,0.24,11,2,0,29.9,-0.7773984437000181,-0.779,0.18,0.08,13,2,0,29.9,0.04360155629998189,0.04,0.02,0.23,12,2,0,29.3,-0.7663984437000182,-0.771,-0.12,0.25,5,2,0,29.9
159,18385865349911,18385874196049,triangle_0.02,2.2000770599988755,0.02,8.846138,1.8856740025512408,2.3566680029034615,0.05745887756347656,62779,62549,0.04500154119997752,0.04,0.05,0.05,5,2,0,29.9,0.04300154119997752,0.04,-0.09,0.16,0,2,0,29.3,-0.7609984588000225,-0.765,0.06,0.07,13,2,0,30.6,-0.7709984588000224,-0.774,-0.07,0.18,3,2,0,29.3,0.04000154119997752,0.035,0.06,0.17,12,2,0,29.9,0.04200154119997752,0.037,0.05,0.2,14,2,0,29.9,0.04600154119997752,0.041,0.09,0.15,1,2,0,29.9,-0.7769984588000224,-0.779,-0.03,0.07,3,2,0,29.9,0.04400154119997752,0.041,-0.01,0.11,2,2,0,29.3,-0.7659984588000225,-0.77,0.04,0.34,10,2,0,29.9
160,18385885348644,18385893822319,triangle_0.02,2.2200739049985714,0.02,8.473675,1.4069669996388257,1.9584760011639446,0.060558319091796875,62780,62550,0.04540147809997143,0.04,0.1,0.29,10,2,0,29.9,0.04340147809997143,0.041,0.1,0.33,5,2,0,29.3,-0.7605985219000286,-0.764,0.08,0.11,3,2,0,30.6,-0.7705985219000285,-0.774,-0.05,0.09,8,2,0,29.3,0.040401478099971425,0.036,-0.04,0.07,2,2,0,29.9,0.042401478099971426,0.038,-0.07,0.36,4,2,0,29.9,0.04640147809997143,0.041,0.1,0.18,6,2,0,29.9,-0.7765985219000285,-0.779,-0.12,-0.1,8,2,0,29.9,0.04440147809997143,0.042,0.08,0.11,7,2,0,29.3,-0.7655985219000286,-0.77,0.07,0.36,0,2,0,29.9
161,18385905346673,18385914225100,triangle_0.02,2.2400753580004675,0.02,8.878427,1.952332997461781,2.4101419985527173,0.055789947509765625,62781,62551,0.04580150716000936,0.04,0.09,0.3,0,2,0,29.9,0.043801507160009356,0.041,0.03,0.17,10,2,0,29.3,-0.7601984928399907,-0.764,-0.08,0.03,8,2,0,30.6,-0.7701984928399905,-0.774,-0.13,-0.05,13,2,0,29.3,0.040801507160009354,0.036,-0.02,0.22,7,2,0,29.9,0.042801507160009356,0.038,-0.15,0.04,9,2,0,29.9,0.04680150716000936,0.041,0.04,0.31,11,2,0,29.9,-0.7761984928399905,-0.778,0.02,0.02,13,2,0,29.9,0.04480150716000936,0.042,0.05,-0.02,12,2,0,29.3,-0.7651984928399906,-0.77,0.04,0.09,5,2,0,29.9
162,18385925346783,18385933401561,triangle_0.02,2.260074155001348,0.02,8.054778,1.4700100000482053,2.0523999992292374,0.0553131103515625,62782,62552,0.046201483100026954,0.041,0.04,0.37,5,2,0,29.9,0.04420148310002695,0.042,0.04,0.02,0,2,0,29.3,-0.7597985168999731,-0.764,-0.02,0.19,13,2,0,30.6,-0.769798516899973,-0.773,0.23,0.13,3,2,0,29.3,0.041201483100026956,0.037,-0.06,0.2,12,2,0,29.9,0.04320148310002695,0.038,-0.05,0.03,14,2,0,29.9,0.047201483100026954,0.042,0.2,0.19,1,2,0,29.9,-0.775798516899973,-0.778,0.07,0.14,3,2,0,29.9,0.04520148310002695,0.042,-0.05,0.16,2,2,0,29.3,-0.7647985168999731,-0.769,0.04,0.29,10,2,0,29.9
163,18385945348716,18385954710329,triangle_0.02,2.280076184000791,0.02,9.361613,2.746379999734927,3.218269001081353,0.059604644775390625,62783,62553,0.04660152368001583,0.041,0.03,0.1,10,2,0,29.9,0.044601523680015825,0.042,0.12,0.14,5,2,0,29.3,-0.7593984763199843,-0.764,0.14,0.16,3,2,0,30.6,-0.7693984763199841,-0.773,-0.13,0.17,8,2,0,29.3,0.04160152368001582,0.037,0.04,0.18,2,2,0,29.9,0.043601523680015825,0.039,-0.08,0.02,4,2,0,29.9,0.04760152368001583,0.042,-0.18,0.18,6,2,0,29.9,-0.7753984763199842,-0.778,-0.14,0.04,8,2,0,29.9,0.045601523680015826,0.042,-0.09,0.29,7,2,0,29.3,-0.7643984763199843,-0.769,-0.02,0.05,15,2,0,29.9
164,18385965348217,18385973497911,triangle_0.02,2.300076486000762,0.02,8.149694,1.4971780001360457,2.088178000121843,0.05650520324707031,62784,62554,0.04700152972001525,0.041,-0.04,0.2,15,2,0,29.9,0.04500152972001525,0.042,-0.1,0.09,10,2,0,29.3,-0.7589984702799848,-0.764,-0.06,0.13,8,2,0,30.6,-0.7689984702799847,-0.772,-0.08,-0.1,13,2,0,29.3,0.04200152972001525,0.037,-0.01,0.23,7,2,0,29.9,0.044001529720015246,0.04,-0.08,0.2,10,2,0,29.9,0.04800152972001525,0.043,0.07,0.35,12,2,0,29.9,-0.7749984702799847,-0.777,-0.11,0.32,14,2,0,29.9,0.04600152972001525,0.042,0.05,0.4,13,2,0,29.3,-0.7639984702799848,-0.768,0.1,0.14,6,2,0,29.9
165,18385985349158,18385993772207,triangle_0.02,2.3200759229985124,0.02,8.423049,1.4290799990703817,1.950604000739986,0.05650520324707031,62785,62555,0.04740151845997023,0.042,-0.05,0.13,5,2,0,29.9,0.04540151845997023,0.043,-0.03,0.14,0,2,0,29.3,-0.7585984815400298,-0.764,0.04,0.09,13,2,0,30.6,-0.7685984815400297,-0.772,-0.13,0.03,3,2,0,29.3,0.04240151845997023,0.037,-0.1,0.18,12,2,0,29.9,0.04440151845997023,0.04,-0.02,0.21,14,2,0,29.9,0.04840151845997023,0.044,0.09,0.06,1,2,0,29.9,-0.7745984815400297,-0.777,-0.04,-0.05,3,2,0,29.9,0.04640151845997023,0.042,-0.01,0.31,2,2,0,29.3,-0.7635984815400298,-0.768,-0.09,0.05,10,2,0,29.9
166,18386005365780,18386014290929,triangle_0.02,2.340086751999479,0.02,8.925149,2.01227000070503,2.5103380030486733,0.06508827209472656,62786,62556,0.047801735039989586,0.043,0.13,0.24,10,2,0,29.9,0.045801735039989584,0.043,0.08,0.13,5,2,0,29.3,-0.7581982649600104,-0.763,0.05,0.12,3,2,0,30.6,-0.7681982649600103,-0.772,0.09,0.12,8,2,0,29.3,0.04280173503998959,0.038,-0.14,0.22,2,2,0,29.9,0.04480173503998958,0.04,-0.06,0.16,4,2,0,29.9,0.04880173503998959,0.045,0.17,0.05,6,2,0,29.9,-0.7741982649600103,-0.777,0.04,0.29,8,2,0,29.9,0.046801735039989585,0.043,-0.08,0.04,7,2,0,29.3,-0.7631982649600104,-0.768,-0.05,0.21,14,2,0,29.9
167,18386025345824,18386034408322,triangle_0.02,2.3600739649991738,0.02,9.062498,2.236086998891551,2.736875001573935,0.06461143493652344,62787,62557,0.04820147929998348,0.044,0.15,0.23,15,2,0,29.9,0.04620147929998348,0.044,-0.05,-0.03,10,2,0,29.3,-0.7577985207000165,-0.763,0.0,0.12,8,2,0,30.6,-0.7677985207000164,-0.772,-0.01,0.2,13,2,0,29.3,0.04320147929998348,0.038,0.03,0.1,7,2,0,29.9,0.04520147929998348,0.04,-0.02,0.17,9,2,0,29.9,0.04920147929998348,0.046,0.01,0.01,11,2,0,29.9,-0.7737985207000164,-0.776,0.15,0.13,13,2,0,29.9,0.04720147929998348,0.043,0.05,0.09,12,2,0,29.3,-0.7627985207000165,-0.767,-0.07,0.19,4,2,0,29.9
168,18386045348462,18386053886235,triangle_0.02,2.3800749699985317,0.02,8.537773,2.0078229972568806,2.4815049982862547,0.06103515625,62788,62558,0.04860149939997065,0.045,0.03,0.22,6,2,0,29.9,0.04660149939997065,0.044,-0.02,0.1,1,2,0,29.3,-0.7573985006000294,-0.762,-0.12,0.17,14,2,0,30.6,-0.7673985006000293,-0.771,-0.08,0.24,4,2,0,29.3,0.043601499399970656,0.038,0.0,0.18,13,2,0,29.9,0.04560149939997065,0.041,-0.01,0.25,15,2,0,29.9,0.049601499399970654,0.047,0.17,-0.01,2,2,0,29.9,-0.7733985006000293,-0.776,0.03,0.06,4,2,0,29.9,0.04760149939997065,0.044,0.04,0.31,3,2,0,29.3,-0.7623985006000294,-0.766,0.11,0.11,10,2,0,29.9
169,18386065358107,18386074243670,triangle_0.02,2.400081832001888,0.02,8.885563,2.1038259983470198,2.5760370008356404,0.05984306335449219,62789,62559,0.04900163664003776,0.045,0.09,0.31,10,2,0,29.9,0.04700163664003776,0.044,-0.04,0.13,5,2,0,29.3,-0.7569983633599623,-0.761,0.06,0.24,3,2,0,30.6,-0.7669983633599622,-0.771,0.13,0.35,8,2,0,29.3,0.044001636640037756,0.039,-0.04,0.16,2,2,0,29.9,0.04600163664003776,0.042,0.15,0.09,4,2,0,29.9,0.05000163664003776,0.047,-0.05,-0.11,6,2,0,29.9,-0.7729983633599622,-0.775,0.02,0.0,8,2,0,29.9,0.04800163664003776,0.044,-0.01,0.09,7,2,0,29.3,-0.7619983633599623,-0.766,0.03,0.16,14,2,0,29.9
170,18386085347432,18386093437188,triangle_0.02,2.4200722130008216,0.02,8.089756,1.3768860007985495,1.973452999664005,0.05936622619628906,62790,62560,0.0494014442600164,0.045,-0.04,0.1,15,2,0,29.9,0.0474014442600164,0.045,-0.05,0.11,10,2,0,29.3,-0.7565985557399837,-0.761,-0.03,0.22,8,2,0,30.6,-0.7665985557399836,-0.77,-0.03,0.01,13,2,0,29.3,0.044401444260016396,0.039,0.13,0.19,7,2,0,29.9,0.0464014442600164,0.042,0.04,0.07,9,2,0,29.9,0.0504014442600164,0.048,0.07,0.05,11,2,0,29.9,-0.7725985557399836,-0.775,0.21,0.09,13,2,0,29.9,0.0484014442600164,0.044,-0.15,-0.12,12,2,0,29.3,-0.7615985557399837,-0.765,-0.07,0.13,4,2,0,29.9
171,18386105345621,18386113308844,triangle_0.02,2.4400746259998414,0.02,7.963223,1.5157400011958089,1.971117002540268,0.05817413330078125,62791,62561,0.0498014925199968,0.046,0.04,0.02,4,2,0,29.9,0.0478014925199968,0.046,0.03,-0.19,0,2,0,29.3,-0.7561985074800033,-0.761,0.04,0.25,13,2,0,30.6,-0.7661985074800032,-0.77,0.05,0.18,3,2,0,29.3,0.044801492519996794,0.039,-0.01,0.15,12,2,0,29.9,0.046801492519996796,0.044,0.05,0.02,14,2,0,29.9,0.0508014925199968,0.049,-0.07,-0.08,1,2,0,29.9,-0.7721985074800032,-0.775,-0.06,0.12,3,2,0,29.9,0.0488014925199968,0.045,0.14,0.16,2,2,0,29.3,-0.7611985074800033,-0.764,0.19,0.19,9,2,0,29.9
172,18386125345346,18386133367003,triangle_0.02,2.460074670998438,0.02,8.021657,1.593789998878492,2.0494240015977994,0.058650970458984375,62792,62562,0.05020149341996869,0.046,-0.11,0.29,9,2,0,29.9,0.04820149341996869,0.047,0.16,-0.12,5,2,0,29.3,-0.7557985065800313,-0.76,0.02,0.06,3,2,0,30.6,-0.7657985065800312,-0.769,0.11,0.07,8,2,0,29.3,0.045201493419968694,0.04,-0.01,0.1,2,2,0,29.9,0.04720149341996869,0.045,0.0,0.16,4,2,0,29.9,0.05120149341996869,0.049,-0.05,0.12,6,2,0,29.9,-0.7717985065800312,-0.774,-0.04,0.0,8,2,0,29.9,0.04920149341996869,0.045,0.09,-0.01,7,2,0,29.3,-0.7607985065800313,-0.764,0.01,0.12,14,2,0,29.9
173,18386145345359,18386153266469,triangle_0.02,2.4800736280012643,0.02,7.92111,1.4459760022873525,1.901578998513287,0.06031990051269531,62793,62563,0.05060147256002542,0.047,0.14,0.09,14,2,0,29.9,0.04860147256002542,0.047,0.14,-0.1,10,2,0,29.3,-0.7553985274399746,-0.759,0.04,0.19,8,2,0,30.6,-0.7653985274399745,-0.768,0.12,0.2,13,2,0,29.3,0.04560147256002542,0.041,-0.01,-0.12,7,2,0,29.9,0.04760147256002542,0.045,0.05,-0.04,9,2,0,29.9,0.051601472560025424,0.049,0.06,-0.04,11,2,0,29.9,-0.7713985274399745,-0.774,0.05,0.12,13,2,0,29.9,0.04960147256002542,0.046,0.16,-0.04,12,2,0,29.3,-0.7603985274399746,-0.764,-0.01,0.15,4,2,0,29.9
174,18386165347037,18386173651265,triangle_0.02,2.5000732890002837,-0.02,8.304228,1.4562809992639814,2.086512999085244,0.06365776062011719,62794,62564,0.05099853422001216,0.047,0.0,0.26,4,2,0,29.9,0.04899853422001216,0.048,-0.06,-0.12,0,2,0,29.3,-0.755001465779988,-0.759,0.05,0.19,13,2,0,30.6,-0.7650014657799877,-0.766,0.03,0.14,3,2,0,29.3,0.045998534220012155,0.042,-0.09,0.45,12,2,0,29.9,0.04799853422001216,0.046,0.03,0.02,14,2,0,29.9,0.05199853422001216,0.05,-0.02,0.22,1,2,0,29.9,-0.7710014657799877,-0.774,-0.02,0.08,3,2,0,29.9,0.04999853422001216,0.047,-0.06,0.17,2,2,0,29.3,-0.7600014657799878,-0.764,-0.16,0.03,9,2,0,29.9
175,18386185347242,18386193898360,triangle_0.02,2.520075349999388,-0.02,8.551118,1.4791939975111745,2.0719530002679676,0.06031990051269531,62795,62565,0.05059849300001213,0.047,-0.02,0.1,9,2,0,29.9,0.04859849300001213,0.047,-0.01,0.0,5,2,0,29.3,-0.7554015069999879,-0.757,0.03,-0.06,3,2,0,30.6,-0.7654015069999878,-0.766,-0.03,-0.03,8,2,0,29.3,0.04559849300001213,0.042,-0.02,0.2,2,2,0,29.9,0.04759849300001213,0.047,0.03,0.08,4,2,0,29.9,0.05159849300001213,0.05,0.14,0.3,6,2,0,29.9,-0.7714015069999878,-0.773,-0.02,0.07,8,2,0,29.9,0.04959849300001213,0.047,0.14,-0.02,7,2,0,29.3,-0.7604015069999879,-0.764,0.01,0.05,14,2,0,29.9
176,18386205343383,18386214272019,triangle_0.02,2.5400720680008817,-0.02,8.928636,1.9891660012945067,2.450560001307167,0.05841255187988281,62796,62566,0.05019855863998232,0.047,0.0,0.22,14,2,0,29.9,0.04819855863998232,0.048,0.05,0.1,10,2,0,29.3,-0.7558014413600177,-0.757,0.0,0.13,8,2,0,30.6,-0.7658014413600176,-0.766,0.0,0.14,13,2,0,29.3,0.04519855863998232,0.043,0.0,0.11,7,2,0,29.9,0.04719855863998232,0.047,-0.06,-0.02,9,2,0,29.9,0.05119855863998232,0.05,-0.05,0.28,11,2,0,29.9,-0.7718014413600176,-0.773,-0.05,0.16,13,2,0,29.9,0.04919855863998232,0.048,-0.06,-0.12,12,2,0,29.3,-0.7608014413600177,-0.763,0.05,0.09,4,2,0,29.9
177,18386225345604,18386233971445,triangle_0.02,2.5600739369983785,-0.02,8.625841,2.1152829976927023,2.573540001321817,0.06008148193359375,62797,62567,0.04979852126003245,0.048,0.02,0.34,4,2,0,29.9,0.04779852126003245,0.048,-0.02,0.14,0,2,0,29.3,-0.7562014787399676,-0.756,0.08,-0.08,13,2,0,30.6,-0.7662014787399675,-0.766,-0.04,0.25,3,2,0,29.3,0.04479852126003245,0.043,0.1,0.34,12,2,0,29.9,0.04679852126003245,0.047,0.08,-0.11,15,2,0,29.9,0.05079852126003245,0.05,0.0,0.08,2,2,0,29.9,-0.7722014787399675,-0.773,-0.13,0.1,4,2,0,29.9,0.04879852126003245,0.048,-0.04,0.28,3,2,0,29.3,-0.7612014787399676,-0.763,0.0,0.15,10,2,0,29.9
