sample,host_request_ns,host_response_ns,phase,phase_time_s,target_rate_rad_s,rpc_ms,server_spi_ms,server_total_ms,cache_age_ms,board_a_seq,board_b_seq,m12_target_rad,m12_q_rad,m12_dq_rad_s,m12_torque_nm,m12_age_ms,m12_mode,m12_fault,m12_temperature_c,m13_target_rad,m13_q_rad,m13_dq_rad_s,m13_torque_nm,m13_age_ms,m13_mode,m13_fault,m13_temperature_c,m21_target_rad,m21_q_rad,m21_dq_rad_s,m21_torque_nm,m21_age_ms,m21_mode,m21_fault,m21_temperature_c,m22_target_rad,m22_q_rad,m22_dq_rad_s,m22_torque_nm,m22_age_ms,m22_mode,m22_fault,m22_temperature_c,m23_target_rad,m23_q_rad,m23_dq_rad_s,m23_torque_nm,m23_age_ms,m23_mode,m23_fault,m23_temperature_c,m31_target_rad,m31_q_rad,m31_dq_rad_s,m31_torque_nm,m31_age_ms,m31_mode,m31_fault,m31_temperature_c,m32_target_rad,m32_q_rad,m32_dq_rad_s,m32_torque_nm,m32_age_ms,m32_mode,m32_fault,m32_temperature_c,m33_target_rad,m33_q_rad,m33_dq_rad_s,m33_torque_nm,m33_age_ms,m33_mode,m33_fault,m33_temperature_c,m42_target_rad,m42_q_rad,m42_dq_rad_s,m42_torque_nm,m42_age_ms,m42_mode,m42_fault,m42_temperature_c,m43_target_rad,m43_q_rad,m43_dq_rad_s,m43_torque_nm,m43_age_ms,m43_mode,m43_fault,m43_temperature_c
1308,18408845692026,18408854228392,triangle_0.1,2.6600757560008788,-0.1,8.536366,2.0379359993967228,2.492545001587132,0.06270408630371094,63928,63698,0.03499242439991216,0.043,-0.13,-0.29,9,2,0,29.9,0.03299242439991216,0.041,-0.04,-0.08,5,2,0,29.9,-0.7710075756000879,-0.765,-0.1,0.04,3,2,0,30.6,-0.7810075756000878,-0.772,-0.2,-0.12,8,2,0,29.3,0.02999242439991216,0.036,0.04,0.28,2,2,0,30.6,0.03199242439991216,0.041,-0.12,-0.2,5,2,0,29.9,0.03599242439991216,0.045,-0.22,-0.22,6,2,0,29.9,-0.7870075756000878,-0.779,-0.1,-0.49,9,2,0,29.9,0.03399242439991216,0.041,0.04,-0.06,8,2,0,29.3,-0.7760075756000879,-0.768,-0.19,-0.15,15,2,0,29.9
1309,18408865692584,18408873640191,triangle_0.1,2.6800748420027958,-0.1,7.947607,1.4716420009790454,1.9260909975855611,0.06461143493652344,63929,63699,0.03299251579972041,0.041,-0.09,-0.13,14,2,0,29.9,0.030992515799720406,0.04,-0.04,-0.13,10,2,0,29.9,-0.7730074842002796,-0.766,-0.03,0.09,7,2,0,30.6,-0.7830074842002795,-0.774,0.04,-0.19,13,2,0,29.3,0.027992515799720407,0.034,-0.16,0.06,7,2,0,30.6,0.029992515799720405,0.039,-0.17,-0.12,9,2,0,29.9,0.03399251579972041,0.042,-0.26,-0.28,10,2,0,29.9,-0.7890074842002796,-0.779,-0.1,-0.28,13,2,0,29.9,0.03199251579972041,0.04,-0.1,-0.22,12,2,0,29.3,-0.7780074842002797,-0.772,-0.24,-0.13,4,2,0,29.9
1310,18408885695159,18408894265446,triangle_0.1,2.700077863999468,-0.1,8.570287,2.059504000499146,2.5175379996653646,0.06413459777832031,63930,63700,0.03099221360005322,0.037,-0.01,-0.23,4,2,0,29.9,0.028992213600053218,0.038,-0.08,-0.22,15,2,0,29.9,-0.7750077863999468,-0.767,0.07,-0.03,12,2,0,30.6,-0.7850077863999467,-0.777,0.01,-0.29,2,2,0,29.3,0.02599221360005322,0.033,0.02,0.05,12,2,0,30.6,0.027992213600053217,0.036,-0.22,-0.08,14,2,0,29.9,0.03199221360005322,0.04,-0.12,-0.16,15,2,0,29.9,-0.7910077863999467,-0.78,0.1,-0.64,3,2,0,29.9,0.02999221360005322,0.038,-0.03,-0.2,2,2,0,29.3,-0.7800077863999468,-0.774,-0.22,0.09,9,2,0,29.9
1311,18408905707045,18408914270260,triangle_0.1,2.7200844069993764,-0.1,8.563215,1.4564409975719173,2.00299000061932,0.06413459777832031,63931,63701,0.028991559300062385,0.036,-0.06,-0.14,9,2,0,29.9,0.026991559300062383,0.034,-0.29,-0.07,5,2,0,29.9,-0.7770084406999377,-0.771,0.01,-0.14,2,2,0,30.6,-0.7870084406999376,-0.778,-0.18,-0.28,7,2,0,29.3,0.023991559300062384,0.03,-0.27,0.35,2,2,0,30.6,0.025991559300062382,0.034,-0.22,-0.14,4,2,0,29.9,0.029991559300062386,0.037,-0.05,-0.13,5,2,0,29.9,-0.7930084406999376,-0.781,-0.19,-0.41,8,2,0,29.9,0.027991559300062384,0.037,-0.26,-0.35,7,2,0,29.3,-0.7820084406999377,-0.775,-0.11,-0.24,13,2,0,29.9
1312,18408925693523,18408934391688,triangle_0.1,2.7400772530018003,-0.1,8.698165,2.1884369998588227,2.6447750024090055,0.06365776062011719,63932,63702,0.026992274699819963,0.034,-0.08,-0.22,15,2,0,29.9,0.02499227469981996,0.032,-0.25,-0.07,11,2,0,29.9,-0.7790077253001801,-0.773,-0.17,0.06,8,2,0,30.6,-0.7890077253001799,-0.779,-0.15,-0.3,13,2,0,29.3,0.02199227469981996,0.028,-0.05,-0.21,8,2,0,30.6,0.02399227469981996,0.032,-0.12,-0.04,9,2,0,29.9,0.027992274699819963,0.036,-0.13,-0.27,10,2,0,29.9,-0.7950077253001799,-0.782,-0.05,-0.56,13,2,0,29.9,0.02599227469981996,0.035,-0.14,0.03,12,2,0,29.3,-0.78400772530018,-0.777,-0.09,-0.06,3,2,0,29.9
1313,18408945692258,18408954211215,triangle_0.1,2.760076659000333,-0.1,8.518957,2.0324629986134823,2.4850250010786112,0.06508827209472656,63933,63703,0.0249923340999667,0.031,-0.2,-0.1,4,2,0,29.9,0.022992334099966698,0.031,-0.01,-0.16,15,2,0,29.9,-0.7810076659000333,-0.774,-0.1,-0.19,12,2,0,30.6,-0.7910076659000332,-0.783,-0.21,-0.23,2,2,0,29.3,0.0199923340999667,0.027,-0.08,-0.16,12,2,0,30.6,0.021992334099966697,0.029,-0.29,0.07,15,2,0,29.9,0.0259923340999667,0.034,-0.06,-0.22,1,2,0,29.9,-0.7970076659000332,-0.785,-0.3,-0.27,4,2,0,29.9,0.0239923340999667,0.03,-0.16,-0.2,3,2,0,29.3,-0.7860076659000333,-0.778,-0.02,-0.01,9,2,0,29.9
1314,18408965692752,18408974448902,triangle_0.1,2.7800758100020175,-0.1,8.75615,2.3206020014185924,2.7729409994208254,0.06318092346191406,63934,63704,0.022992418999798273,0.03,0.02,-0.16,9,2,0,29.9,0.02099241899979827,0.028,0.01,-0.01,5,2,0,29.9,-0.7830075810002017,-0.777,0.02,-0.02,2,2,0,30.6,-0.7930075810002016,-0.785,0.04,-0.1,7,2,0,29.3,0.01799241899979827,0.026,-0.13,-0.21,2,2,0,30.6,0.01999241899979827,0.026,-0.05,-0.02,4,2,0,29.9,0.023992418999798273,0.031,-0.13,0.02,5,2,0,29.9,-0.7990075810002016,-0.788,-0.17,-0.32,8,2,0,29.9,0.02199241899979827,0.029,-0.11,0.06,7,2,0,29.3,-0.7880075810002017,-0.78,-0.07,-0.14,13,2,0,29.9
1315,18408985691806,18408994214956,triangle_0.1,2.8000757600020734,-0.1,8.52315,1.5688610001234338,2.0183510023343842,0.06413459777832031,63935,63705,0.02099242399979269,0.028,-0.02,-0.13,14,2,0,29.9,0.018992423999792687,0.026,-0.13,-0.04,10,2,0,29.9,-0.7850075760002073,-0.778,-0.11,-0.23,7,2,0,30.6,-0.7950075760002072,-0.786,0.05,-0.41,12,2,0,29.3,0.01599242399979269,0.024,-0.03,-0.17,7,2,0,30.6,0.017992423999792687,0.024,0.02,0.07,10,2,0,29.9,0.02199242399979269,0.029,-0.26,0.03,11,2,0,29.9,-0.8010075760002072,-0.79,0.0,-0.36,14,2,0,29.9,0.01999242399979269,0.028,0.04,-0.14,13,2,0,29.3,-0.7900075760002073,-0.783,-0.21,0.11,4,2,0,29.9
1316,18409005708205,18409014655371,triangle_0.1,2.820086079002067,-0.1,8.947166,1.9609729970397893,2.4138219996530097,0.06222724914550781,63936,63706,0.018991392099793315,0.026,-0.26,-0.16,5,2,0,29.9,0.016991392099793313,0.022,-0.14,-0.02,1,2,0,29.9,-0.7870086079002068,-0.779,-0.12,-0.36,13,2,0,30.6,-0.7970086079002067,-0.789,-0.22,0.04,3,2,0,29.3,0.013991392099793314,0.023,-0.11,-0.37,13,2,0,30.6,0.015991392099793313,0.024,-0.02,-0.22,14,2,0,29.9,0.019991392099793316,0.027,0.0,0.06,15,2,0,29.9,-0.8030086079002067,-0.793,-0.18,-0.32,3,2,0,29.9,0.017991392099793314,0.025,-0.2,-0.07,2,2,0,29.3,-0.7920086079002068,-0.784,-0.02,-0.15,8,2,0,29.9
1317,18409025692699,18409034369294,triangle_0.1,2.8400755650000065,-0.1,8.676595,2.1864539994567167,2.6399109992780723,0.06341934204101562,63937,63707,0.016992443499999357,0.025,-0.06,-0.4,10,2,0,29.9,0.014992443499999356,0.021,-0.09,-0.07,6,2,0,29.9,-0.7890075565000007,-0.781,-0.13,0.03,3,2,0,30.6,-0.7990075565000005,-0.792,-0.12,0.12,8,2,0,29.3,0.011992443499999356,0.019,-0.17,0.08,2,2,0,30.6,0.013992443499999356,0.021,-0.13,-0.16,5,2,0,29.9,0.017992443499999358,0.025,-0.11,-0.26,6,2,0,29.9,-0.8050075565000006,-0.795,-0.2,-0.18,9,2,0,29.9,0.015992443499999356,0.023,-0.17,0.03,8,2,0,29.3,-0.7940075565000007,-0.785,-0.01,-0.2,14,2,0,29.9
1318,18409045692265,18409054184213,triangle_0.1,2.8600772749996395,-0.1,8.491948,2.0088139972358476,2.459679999446962,0.06222724914550781,63938,63708,0.014992272500036066,0.024,-0.1,-0.24,14,2,0,29.9,0.012992272500036064,0.02,-0.21,-0.12,10,2,0,29.9,-0.791007727499964,-0.783,-0.03,-0.08,7,2,0,30.6,-0.8010077274999639,-0.794,-0.09,0.12,12,2,0,29.3,0.009992272500036065,0.017,-0.08,-0.23,6,2,0,30.6,0.011992272500036065,0.019,-0.19,-0.02,10,2,0,29.9,0.015992272500036063,0.024,-0.08,-0.12,11,2,0,29.9,-0.8070077274999639,-0.798,-0.18,0.07,14,2,0,29.9,0.013992272500036065,0.021,-0.17,-0.06,13,2,0,29.3,-0.796007727499964,-0.789,-0.21,0.0,4,2,0,29.9
1319,18409065690936,18409074282312,triangle_0.1,2.8800730650000332,-0.1,8.591376,2.1374589996412396,2.5866610012599267,0.06461143493652344,63939,63709,0.012992693499996665,0.021,-0.28,-0.16,4,2,0,29.9,0.010992693499996663,0.019,-0.13,-0.3,15,2,0,29.9,-0.7930073065000034,-0.785,-0.05,-0.05,12,2,0,30.6,-0.8030073065000033,-0.797,-0.16,-0.24,2,2,0,29.3,0.007992693499996664,0.016,-0.09,-0.15,11,2,0,30.6,0.009992693499996664,0.017,-0.1,-0.02,14,2,0,29.9,0.013992693499996664,0.022,-0.09,-0.17,15,2,0,29.9,-0.8090073065000033,-0.802,0.02,-0.09,3,2,0,29.9,0.011992693499996664,0.019,0.01,-0.42,2,2,0,29.3,-0.7980073065000034,-0.791,-0.29,-0.09,8,2,0,29.9
1320,18409085690790,18409094582434,triangle_0.1,2.9000748399994336,-0.1,8.891644,1.9537410007615108,2.4049899984674994,0.06318092346191406,63940,63710,0.010992516000056636,0.019,0.0,-0.01,9,2,0,29.9,0.008992516000056634,0.016,0.04,0.1,4,2,0,29.9,-0.7950074839999434,-0.787,-0.06,-0.22,2,2,0,30.6,-0.8050074839999433,-0.797,-0.04,-0.22,7,2,0,29.3,0.005992516000056635,0.014,0.05,-0.1,1,2,0,30.6,0.007992516000056635,0.014,-0.03,-0.25,3,2,0,29.9,0.011992516000056635,0.018,-0.17,0.04,5,2,0,29.9,-0.8110074839999433,-0.803,-0.17,-0.21,8,2,0,29.9,0.009992516000056635,0.018,-0.12,-0.34,7,2,0,29.3,-0.8000074839999434,-0.793,-0.07,0.02,13,2,0,29.9
1321,18409105694420,18409114618834,triangle_0.1,2.9200763900007587,-0.1,8.924414,1.9605250017775688,2.4116460008372087,0.06508827209472656,63941,63711,0.008992360999924162,0.017,0.03,-0.2,15,2,0,29.9,0.006992360999924163,0.014,-0.16,0.15,10,2,0,29.9,-0.7970076390000759,-0.788,-0.08,-0.23,8,2,0,30.6,-0.8070076390000758,-0.799,-0.18,-0.19,13,2,0,29.3,0.003992360999924163,0.012,0.06,-0.33,7,2,0,30.6,0.005992360999924163,0.014,-0.04,-0.26,9,2,0,29.9,0.009992360999924163,0.017,-0.24,-0.18,10,2,0,29.9,-0.8130076390000758,-0.805,-0.15,-0.02,13,2,0,29.9,0.007992360999924163,0.017,-0.22,-0.34,13,2,0,29.3,-0.8020076390000759,-0.795,-0.15,-0.18,4,2,0,29.9
1322,18409125689315,18409134797927,triangle_0.1,2.9400744199992914,-0.1,9.108612,2.157812999939779,2.614789998915512,0.06341934204101562,63942,63712,0.006992558000070853,0.015,-0.07,-0.36,5,2,0,29.9,0.004992558000070853,0.012,-0.05,0.08,15,2,0,29.9,-0.7990074419999292,-0.789,-0.14,-0.2,13,2,0,30.6,-0.8090074419999291,-0.803,-0.06,-0.03,3,2,0,29.3,0.0019925580000708532,0.011,-0.1,-0.19,12,2,0,30.6,0.003992558000070853,0.013,-0.18,-0.28,14,2,0,29.9,0.007992558000070853,0.015,0.0,-0.09,0,2,0,29.9,-0.8150074419999291,-0.811,-0.14,0.08,3,2,0,29.9,0.005992558000070853,0.013,-0.03,-0.1,3,2,0,29.3,-0.8040074419999292,-0.796,-0.18,-0.05,9,2,0,29.9
1323,18409145704721,18409153788462,triangle_0.1,2.960084674999962,-0.1,8.083741,1.4718659986101557,1.9851340002787765,0.0629425048828125,63943,63713,0.004991532500003848,0.014,-0.01,-0.24,10,2,0,29.9,0.002991532500003848,0.01,-0.13,-0.26,5,2,0,29.9,-0.8010084674999962,-0.794,-0.23,-0.08,3,2,0,30.6,-0.8110084674999961,-0.804,-0.04,-0.21,8,2,0,29.3,-8.46749999615197e-06,0.007,-0.13,-0.26,2,2,0,30.6,0.001991532500003848,0.009,-0.06,-0.19,4,2,0,29.9,0.005991532500003848,0.013,-0.12,-0.07,5,2,0,29.9,-0.8170084674999961,-0.812,0.0,-0.05,8,2,0,29.9,0.003991532500003848,0.012,-0.08,-0.29,8,2,0,29.3,-0.8060084674999962,-0.798,-0.14,-0.18,14,2,0,29.9
1324,18409165695711,18409173765531,triangle_0.1,2.980076273001032,-0.1,8.06982,1.5092430003278423,2.03959999998915,0.06318092346191406,63944,63714,0.0029923726998968155,0.012,-0.23,-0.13,14,2,0,29.9,0.0009923726998968155,0.009,-0.05,-0.32,9,2,0,29.9,-0.8030076273001032,-0.796,0.01,-0.25,7,2,0,30.6,-0.8130076273001031,-0.805,-0.04,0.0,12,2,0,29.3,-0.0020076273001031846,0.006,-0.01,-0.4,6,2,0,30.6,-7.627300103184558e-06,0.007,-0.14,0.02,8,2,0,29.9,0.003992372699896815,0.012,-0.11,-0.09,9,2,0,29.9,-0.8190076273001031,-0.812,0.06,-0.26,12,2,0,29.9,0.0019923726998968155,0.011,-0.11,-0.26,12,2,0,29.3,-0.8080076273001032,-0.801,0.2,-0.17,3,2,0,29.9
1325,18409185691950,18409194664269,triangle_0.1,3.000074879000749,-0.1,8.972319,1.8937380009447224,2.450944000884192,0.06341934204101562,63945,63715,0.0009925120999250657,0.009,-0.09,-0.04,4,2,0,29.9,-0.0010074879000749343,0.009,0.04,-0.21,14,2,0,29.9,-0.805007487900075,-0.797,-0.19,-0.09,12,2,0,30.6,-0.8150074879000749,-0.808,-0.09,-0.11,2,2,0,29.3,-0.004007487900074934,0.005,-0.06,-0.13,11,2,0,30.6,-0.0020074879000749344,0.005,-0.1,-0.41,13,2,0,29.9,0.0019925120999250657,0.01,-0.12,-0.13,14,2,0,29.9,-0.8210074879000749,-0.814,-0.07,-0.04,2,2,0,29.9,-7.4879000749343646e-06,0.009,-0.05,-0.09,2,2,0,29.3,-0.810007487900075,-0.802,-0.13,-0.49,8,2,0,29.9
1326,18409205704733,18409214117318,triangle_0.1,3.0200845899998967,-0.1,8.412585,1.4129190021776594,1.8686809999053366,0.06341934204101562,63946,63716,-0.0010084589999896846,0.008,-0.09,-0.04,10,2,0,29.9,-0.0030084589999896847,0.005,-0.16,-0.08,5,2,0,29.9,-0.8070084589999897,-0.801,-0.16,-0.02,3,2,0,30.6,-0.8170084589999896,-0.81,-0.12,-0.15,8,2,0,29.3,-0.006008458999989684,0.003,0.06,-0.1,2,2,0,30.6,-0.004008458999989684,0.004,-0.02,-0.16,4,2,0,29.9,-8.458999989684624e-06,0.007,-0.08,-0.16,5,2,0,29.9,-0.8230084589999896,-0.816,-0.35,-0.17,8,2,0,29.9,-0.0020084589999896847,0.007,-0.14,-0.17,8,2,0,29.3,-0.8120084589999897,-0.803,-0.01,0.01,14,2,0,29.9
1327,18409225694826,18409234702763,triangle_0.1,3.040078172001813,-0.1,9.007937,2.131604000169318,2.580549000413157,0.06318092346191406,63947,63717,-0.003007817200181306,0.007,0.04,-0.11,15,2,0,29.9,-0.005007817200181306,0.002,-0.18,-0.07,10,2,0,29.9,-0.8090078172001813,-0.802,-0.01,-0.15,8,2,0,30.6,-0.8190078172001812,-0.812,-0.12,-0.02,13,2,0,29.3,-0.008007817200181306,0.002,-0.16,-0.2,7,2,0,30.6,-0.006007817200181306,0.003,-0.18,-0.19,8,2,0,29.9,-0.002007817200181306,0.006,-0.09,-0.08,9,2,0,29.9,-0.8250078172001812,-0.818,-0.23,0.24,12,2,0,29.9,-0.004007817200181306,0.006,-0.17,-0.14,12,2,0,29.3,-0.8140078172001813,-0.806,-0.15,0.04,3,2,0,29.9
1328,18409245690393,18409254018206,triangle_0.1,3.0600761380010226,-0.1,8.327813,1.395285999024054,1.8479770005797036,0.06175041198730469,63948,63718,-0.005007613800102241,0.005,-0.07,-0.15,5,2,0,29.9,-0.007007613800102241,0.0,-0.1,-0.17,15,2,0,29.9,-0.8110076138001023,-0.803,-0.15,-0.17,13,2,0,30.6,-0.8210076138001022,-0.815,0.03,0.0,3,2,0,29.3,-0.01000761380010224,0.001,-0.18,-0.35,12,2,0,30.6,-0.008007613800102242,0.001,-0.11,-0.01,14,2,0,29.9,-0.004007613800102241,0.004,-0.16,-0.15,0,2,0,29.9,-0.8270076138001022,-0.822,-0.08,-0.1,3,2,0,29.9,-0.006007613800102241,0.002,-0.17,-0.05,3,2,0,29.3,-0.8160076138001023,-0.808,-0.31,-0.16,9,2,0,29.9
1329,18409265693383,18409273816453,triangle_0.1,3.0800754810006765,-0.1,8.12307,1.5150990002439357,2.092145001370227,0.06270408630371094,63949,63719,-0.007007548100067612,0.003,-0.19,-0.36,10,2,0,29.9,-0.009007548100067611,-0.001,-0.17,-0.27,5,2,0,29.9,-0.8130075481000677,-0.807,-0.35,-0.27,3,2,0,30.6,-0.8230075481000676,-0.815,-0.07,-0.13,8,2,0,29.3,-0.012007548100067612,-0.005,-0.15,-0.26,2,2,0,30.6,-0.010007548100067612,-0.002,-0.07,-0.3,3,2,0,29.9,-0.006007548100067612,0.002,-0.11,-0.01,4,2,0,29.9,-0.8290075481000676,-0.823,-0.07,-0.12,7,2,0,29.9,-0.008007548100067612,0.0,-0.02,-0.17,6,2,0,29.3,-0.8180075481000677,-0.81,-0.11,-0.16,13,2,0,29.9
1330,18409285692021,18409294106047,triangle_0.1,3.100076615002763,-0.1,8.414026,2.0034070003021043,2.449568000884028,0.0629425048828125,63950,63720,-0.009007661500276262,0.001,-0.16,-0.11,14,2,0,29.9,-0.011007661500276263,-0.002,0.09,-0.11,9,2,0,29.9,-0.8150076615002763,-0.807,-0.06,-0.03,7,2,0,30.6,-0.8250076615002762,-0.816,-0.03,-0.42,12,2,0,29.3,-0.014007661500276263,-0.006,0.06,-0.21,6,2,0,30.6,-0.012007661500276262,-0.003,-0.1,-0.36,8,2,0,29.9,-0.008007661500276262,0.001,-0.12,-0.3,9,2,0,29.9,-0.8310076615002762,-0.823,-0.14,-0.01,12,2,0,29.9,-0.010007661500276262,-0.001,-0.04,-0.34,11,2,0,29.3,-0.8200076615002763,-0.812,-0.09,-0.12,3,2,0,29.9
1331,18409305690212,18409314177744,triangle_0.1,3.1200758289996884,-0.1,8.487532,1.4108389987086412,1.8901850016845856,0.06818771362304688,63951,63721,-0.011007582899968841,-0.004,-0.13,-0.13,4,2,0,29.9,-0.013007582899968843,-0.004,-0.21,-0.01,14,2,0,29.9,-0.8170075828999689,-0.808,-0.04,-0.11,12,2,0,30.6,-0.8270075828999688,-0.82,-0.22,-0.27,2,2,0,29.3,-0.016007582899968842,-0.007,0.0,-0.14,11,2,0,30.6,-0.014007582899968842,-0.004,-0.18,-0.29,13,2,0,29.9,-0.010007582899968842,-0.001,-0.12,-0.4,14,2,0,29.9,-0.8330075828999688,-0.826,0.05,-0.07,2,2,0,29.9,-0.012007582899968842,-0.005,-0.17,0.08,1,2,0,29.3,-0.8220075828999689,-0.813,-0.2,0.01,8,2,0,29.9
1332,18409325691954,18409334834584,triangle_0.1,3.140076420000696,-0.1,9.14263,2.1607240014418494,2.6265990018146113,0.06389617919921875,63952,63722,-0.0130076420000696,-0.005,-0.12,-0.3,10,2,0,29.9,-0.015007642000069599,-0.007,-0.15,-0.03,5,2,0,29.9,-0.8190076420000697,-0.812,-0.13,-0.05,3,2,0,30.6,-0.8290076420000696,-0.822,-0.2,-0.37,8,2,0,29.3,-0.0180076420000696,-0.01,-0.36,-0.12,2,2,0,30.6,-0.0160076420000696,-0.006,-0.04,-0.35,3,2,0,29.9,-0.0120076420000696,-0.003,-0.15,-0.32,4,2,0,29.9,-0.8350076420000696,-0.827,0.0,-0.12,7,2,0,29.9,-0.0140076420000696,-0.007,-0.03,-0.01,6,2,0,29.3,-0.8240076420000697,-0.815,-0.05,-0.27,13,2,0,29.9
1333,18409345694112,18409354737506,triangle_0.1,3.1600744179995672,-0.1,9.043394,2.0613920023606624,2.5162579986499622,0.06437301635742188,63953,63723,-0.015007441799956722,-0.006,-0.17,-0.19,15,2,0,29.9,-0.017007441799956724,-0.009,-0.1,-0.32,10,2,0,29.9,-0.8210074417999568,-0.813,-0.02,-0.23,8,2,0,30.6,-0.8310074417999567,-0.823,-0.29,-0.14,13,2,0,29.3,-0.020007441799956723,-0.013,-0.16,0.04,7,2,0,30.6,-0.018007441799956725,-0.008,-0.28,-0.38,9,2,0,29.9,-0.014007441799956723,-0.005,-0.22,-0.1,10,2,0,29.9,-0.8370074417999567,-0.829,-0.07,-0.07,13,2,0,29.9,-0.016007441799956723,-0.009,0.06,-0.13,12,2,0,29.3,-0.8260074417999568,-0.818,-0.17,-0.13,4,2,0,29.9
1334,18409365695087,18409373822797,triangle_0.1,3.180076384000131,-0.1,8.12771,1.5170829974522348,2.0952820013917517,0.06389617919921875,63954,63724,-0.017007638400013073,-0.011,0.0,0.11,5,2,0,29.9,-0.019007638400013075,-0.01,-0.06,-0.19,15,2,0,29.9,-0.8230076384000131,-0.815,0.06,-0.2,13,2,0,30.6,-0.833007638400013,-0.825,-0.03,-0.11,3,2,0,29.3,-0.022007638400013074,-0.015,0.0,0.0,12,2,0,30.6,-0.020007638400013072,-0.01,-0.07,-0.33,14,2,0,29.9,-0.016007638400013076,-0.006,-0.2,-0.15,15,2,0,29.9,-0.839007638400013,-0.831,-0.03,-0.14,3,2,0,29.9,-0.018007638400013074,-0.01,-0.15,-0.11,2,2,0,29.3,-0.8280076384000131,-0.82,-0.06,-0.05,9,2,0,29.9
1335,18409385702974,18409393763801,triangle_0.1,3.200083599000209,-0.1,8.060827,1.4741699997102842,2.032431999396067,0.06389617919921875,63955,63725,-0.019008359900020855,-0.012,-0.25,0.04,9,2,0,29.9,-0.021008359900020857,-0.012,-0.16,-0.54,4,2,0,29.9,-0.8250083599000209,-0.817,-0.18,-0.03,2,2,0,30.6,-0.8350083599000208,-0.825,0.03,-0.33,7,2,0,29.3,-0.024008359900020856,-0.017,-0.2,-0.25,1,2,0,30.6,-0.022008359900020855,-0.012,-0.03,-0.36,3,2,0,29.9,-0.018008359900020858,-0.009,0.01,-0.02,4,2,0,29.9,-0.8410083599000208,-0.833,0.07,0.03,7,2,0,29.9,-0.020008359900020856,-0.012,-0.07,-0.33,6,2,0,29.3,-0.8300083599000209,-0.822,-0.06,-0.29,13,2,0,29.9
1336,18409405708108,18409414258107,triangle_0.1,3.2200871340028243,-0.1,8.549999,1.4422009990084916,2.0035659981658682,0.06198883056640625,63956,63726,-0.021008713400282392,-0.014,-0.07,-0.24,14,2,0,29.9,-0.023008713400282394,-0.014,-0.1,-0.23,9,2,0,29.9,-0.8270087134002825,-0.819,-0.11,0.03,7,2,0,30.6,-0.8370087134002824,-0.826,-0.23,-0.22,12,2,0,29.3,-0.026008713400282393,-0.018,0.02,0.24,6,2,0,30.6,-0.02400871340028239,-0.012,-0.17,-0.38,8,2,0,29.9,-0.020008713400282395,-0.011,-0.18,-0.18,9,2,0,29.9,-0.8430087134002824,-0.833,-0.06,-0.32,12,2,0,29.9,-0.022008713400282393,-0.014,-0.07,-0.09,11,2,0,29.3,-0.8320087134002825,-0.824,-0.18,-0.12,3,2,0,29.9
1337,18409425691930,18409434741660,triangle_0.1,3.2400764920021174,-0.1,9.04973,2.1539089975703973,2.606437999929767,0.06389617919921875,63957,63727,-0.023007649200211717,-0.017,-0.16,-0.06,4,2,0,29.9,-0.02500764920021172,-0.016,-0.15,-0.12,15,2,0,29.9,-0.8290076492002117,-0.821,-0.23,-0.09,13,2,0,30.6,-0.8390076492002116,-0.831,-0.17,-0.08,3,2,0,29.3,-0.028007649200211718,-0.02,-0.06,0.42,12,2,0,30.6,-0.026007649200211716,-0.014,-0.12,-0.32,13,2,0,29.9,-0.02200764920021172,-0.012,-0.03,-0.15,14,2,0,29.9,-0.8450076492002117,-0.835,-0.08,-0.27,2,2,0,29.9,-0.024007649200211718,-0.017,-0.08,-0.15,1,2,0,29.3,-0.8340076492002118,-0.825,0.02,-0.31,8,2,0,29.9
1338,18409445688648,18409454098385,triangle_0.1,3.260075066002173,-0.1,8.409737,1.419767999323085,1.933258998178644,0.0629425048828125,63958,63728,-0.02500750660021728,-0.019,-0.03,-0.06,9,2,0,29.9,-0.027007506600217283,-0.019,-0.19,0.04,5,2,0,29.9,-0.8310075066002174,-0.824,-0.1,-0.03,3,2,0,30.6,-0.8410075066002173,-0.833,-0.03,-0.05,8,2,0,29.3,-0.030007506600217282,-0.024,-0.22,0.09,2,2,0,30.6,-0.02800750660021728,-0.019,-0.21,-0.04,4,2,0,29.9,-0.024007506600217283,-0.016,-0.12,-0.07,5,2,0,29.9,-0.8470075066002173,-0.837,-0.03,0.05,8,2,0,29.9,-0.026007506600217282,-0.019,-0.11,-0.17,7,2,0,29.3,-0.8360075066002174,-0.828,-0.18,-0.04,14,2,0,29.9
1339,18409465697111,18409474394507,triangle_0.1,3.2800771280017216,-0.1,8.697396,2.198678001150256,2.6477200008230284,0.06341934204101562,63959,63729,-0.02700771280017214,-0.021,-0.18,0.02,14,2,0,29.9,-0.029007712800172142,-0.021,-0.05,-0.2,10,2,0,29.9,-0.8330077128001722,-0.825,0.0,-0.39,8,2,0,30.6,-0.8430077128001721,-0.834,-0.12,-0.37,13,2,0,29.3,-0.032007712800172144,-0.025,-0.1,-0.28,7,2,0,30.6,-0.030007712800172143,-0.021,-0.18,-0.17,8,2,0,29.9,-0.02600771280017214,-0.018,0.01,-0.17,9,2,0,29.9,-0.8490077128001721,-0.839,-0.12,-0.37,12,2,0,29.9,-0.02800771280017214,-0.02,-0.16,-0.16,11,2,0,29.3,-0.8380077128001722,-0.831,0.01,0.18,3,2,0,29.9
